AMD	1304	1002
AMD	1305	1002
AMD	1306	1002
AMD	1307	1002
AMD	1309	1002
AMD	130A	1002
AMD	130B	1002
AMD	130C	1002
AMD	130D	1002
AMD	130E	1002
AMD	130F	1002
AMD	130F	1002
AMD	130F	1002
AMD	130F	1002
AMD	130F	1002
AMD	1310	1002
AMD	1311	1002
AMD	1312	1002
AMD	1313	1002
AMD	1313	1002
AMD	1313	1002
AMD	1313	1002
AMD	1315	1002
AMD	1315	1002
AMD	1315	1002
AMD	1315	1002
AMD	1315	1002
AMD	1316	1002
AMD	1317	1002
AMD	1318	1002
AMD	131B	1002
AMD	131C	1002
AMD	131D	1002
AMD	6600	1002
AMD	6600	1002
AMD	6601	1002
AMD	6602	1002
AMD	6603	1002
AMD	6604	1002
AMD	6604	1002
AMD	6605	1002
AMD	6605	1002
AMD	6606	1002
AMD	6607	1002
AMD	6608	1002
AMD	6610	1002
AMD	6610	1002
AMD	6610	1002
AMD	6610	1002
AMD	6611	1002
AMD	6611	1002
AMD	6613	1002
AMD	6617	1002
AMD	6617	1002
AMD	6617	1002
AMD	6620	1002
AMD	6621	1002
AMD	6623	1002
AMD	6631	1002
AMD	6640	1002
AMD	6640	1002
AMD	6641	1002
AMD	6646	1002
AMD	6646	1002
AMD	6647	1002
AMD	6647	1002
AMD	6649	1002
AMD	6650	1002
AMD	6651	1002
AMD	6658	1002
AMD	665C	1002
AMD	665D	1002
AMD	665F	1002
AMD	665F	1002
AMD	6660	1002
AMD	6660	1002
AMD	6660	1002
AMD	6663	1002
AMD	6663	1002
AMD	6664	1002
AMD	6665	1002
AMD	6665	1002
AMD	6665	1002
AMD	6667	1002
AMD	6667	1002
AMD	666F	1002
AMD	6700	1002
AMD	6701	1002
AMD	6702	1002
AMD	6703	1002
AMD	6704	1002
AMD	6705	1002
AMD	6706	1002
AMD	6707	1002
AMD	6708	1002
AMD	6709	1002
AMD	6718	1002
AMD	6719	1002
AMD	671C	1002
AMD	671D	1002
AMD	671F	1002
AMD	6720	1002
AMD	6721	1002
AMD	6724	1002
AMD	6725	1002
AMD	6728	1002
AMD	6729	1002
AMD	6738	1002
AMD	6739	1002
AMD	673E	1002
AMD	6740	1002
AMD	6740	1002
AMD	6740	1002
AMD	6740	1002
AMD	6740	1002
AMD	6740	1002
AMD	6740	1002
AMD	6740	1002
AMD	6740	1002
AMD	6740	1002
AMD	6741	1002
AMD	6741	1002
AMD	6741	1002
AMD	6741	1002
AMD	6741	1002
AMD	6741	1002
AMD	6741	1002
AMD	6741	1002
AMD	6741	1002
AMD	6741	1002
AMD	6741	1002
AMD	6742	1002
AMD	6742	1002
AMD	6742	1002
AMD	6742	1002
AMD	6742	1002
AMD	6742	1002
AMD	6742	1002
AMD	6743	1002
AMD	6743	1002
AMD	6743	1002
AMD	6744	1002
AMD	6744	1002
AMD	6749	1002
AMD	674A	1002
AMD	6750	1002
AMD	6750	1002
AMD	6750	1002
AMD	6751	1002
AMD	6758	1002
AMD	6759	1002
AMD	675B	1002
AMD	675D	1002
AMD	675F	1002
AMD	6760	1002
AMD	6760	1002
AMD	6760	1002
AMD	6760	1002
AMD	6760	1002
AMD	6760	1002
AMD	6760	1002
AMD	6760	1002
AMD	6761	1002
AMD	6761	1002
AMD	6763	1002
AMD	6764	1002
AMD	6765	1002
AMD	6768	1002
AMD	6770	1002
AMD	6770	1002
AMD	6770	1002
AMD	6771	1002
AMD	6772	1002
AMD	6778	1002
AMD	6779	1002
AMD	6779	1002
AMD	677B	1002
AMD	6780	1002
AMD	6784	1002
AMD	6788	1002
AMD	678A	1002
AMD	6798	1002
AMD	6799	1002
AMD	679A	1002
AMD	679B	1002
AMD	679E	1002
AMD	67A0	1002
AMD	67A1	1002
AMD	67A2	1002
AMD	67B0	1002
AMD	67B0	1002
AMD	67B1	1002
AMD	67B1	1002
AMD	67B9	1002
AMD	67BE	1002
AMD	67C0	1002
AMD	67DF	1002
AMD	67DF	1002
AMD	67E0	1002
AMD	67E1	1002
AMD	67E8	1002
AMD	67E9	1002
AMD	67EB	1002
AMD	67FF	1002
AMD	67FF	1002
AMD	67FF	1002
AMD	67FF	1002
AMD	67FF	1002
AMD	67FF	1002
AMD	67FF	1002
AMD	6800	1002
AMD	6800	1002
AMD	6800	1002
AMD	6800	1002
AMD	6801	1002
AMD	6801	1002
AMD	6801	1002
AMD	6801	1002
AMD	6806	1002
